Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Individuals using the Internet (% of population),IT.NET.USER.ZS,Iraq,IRQ,0,..,7.1,9.2,13.21,16.8,37.67,41.94,43.3,60,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ireland,IRL,0,17.85046724,76.91999254,78.2477,83.49172234,83.49479167,83.5,84.11400706,87.00014011,87.00005524,91.99989097,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Israel,ISR,0.110773866,20.87379,70.8,70.25031195,75.01775316,77.35208966,79.65312418,81.58118359,83.73315696,86.78787762,90.12734091,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Italy,ITA,0.017544562,23.11087424,55.82999799,58.4593,55.63846022,58.14173496,61.32425277,63.077347,74.38718292,76.1,70.48342785,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Jamaica,JAM,0,3.115778027,33.79,37.1,40.4027351,42.22122119,44.36685637,55.07206705,68.21451709,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Japan,JPN,0.020293683,29.99074036,79.4964,88.21942891,89.10683302,91.05802839,93.18272128,91.72654724,91.28,92.73039781,90.21945812,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Jordan,JOR,0,2.623275422,37,41.4,46.2,54.22,56.15,64.5,66.1,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kazakhstan,KAZ,0,0.668594403,61.90662747,63.30422443,66,70.8299336,74.58772647,76.42674823,78.90391906,81.87762047,85.94259898,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kenya,KEN,0,0.318059714,10.5,13,16.5,16.58785485,16.6,17.82710021,19.5,22.56511937,29.5,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kiribati,KIR,0,1.785225474,10.74679768,11.5,12.25,14.9,18.7,23.4,29.4,36.9,38,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Korea, Dem. People's Rep.",PRK,0,0,0,0,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Korea, Rep.",KOR,0.023265092,44.7,84.07,84.77,87.55682649,89.8962558,92.84302568,95.06942188,96.02285958,96.15757918,96.50505968,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kosovo,XKX,..,..,..,..,..,..,..,83.89359681,89.44303197,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kuwait,KWT,0,6.731395768,70.45,75.46,78.7,82,85.6,97.99998933,99.59884959,99.54267645,99.10587967,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kyrgyz Republic,KGZ,0,1.041401145,19.8,23,28.3,30.24704278,34.5,38.19903776,42.8,51,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lao PDR,LAO,0,0.111044032,10.74767619,12.5,14.26,18.2,21.87,25.51043508,29.1,30.84,33.8,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Latvia,LVA,0,6.319062083,73.11994377,75.2344,75.83,79.20058292,79.84209778,80.114077,83.57717486,86.13545644,88.9,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lebanon,LBN,0,7.952743736,61.24978572,70.5,73,74,76.11,78.18077489,80.9,80.9,84.1,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lesotho,LSO,0,0.21180607,10,15,22,25,32.45385695,39,40.8,42.30173357,43,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Liberia,LBR,0,0.017702706,2.6,3.2,5.41,10,15.7,16.3,18.9,22,25.6,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Libya,LBY,0,0.187042622,15.2,16.5,17.76,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Liechtenstein,LIE,0,36.51522989,89.4077,93.8,95.21,96.6411951,98.09390389,99.54661245,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lithuania,LTU,0,6.427067495,67.22998933,68.4529,72.13,71.37805901,74.37664556,77.61525651,79.72258277,81.58186838,83.05555096,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Luxembourg,LUX,0,22.88732797,91.94992374,93.7765,94.67,96.37671417,98.13669867,97.36296032,97.06129871,97.12063569,98.82242384,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Macao SAR, China",MAC,0,13.60858974,61.31,65.8,69.78,77.60013186,81.64298546,83.17408907,83.79408961,86.46792571,88.1,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Madagascar,MDG,0,0.196394691,2.3,3,3.7,4.17397219,4.713662899,9.8,15,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malawi,MWI,0,0.126780945,4.3506,5.05,5.83,6,6.3,7,8,9.9,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malaysia,MYS,0,21.38473116,65.8,57.05751226,63.66542588,71.06406781,78.78830993,80.14047901,81.20104862,84.18714501,89.55501192,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Maldives,MDV,0,2.203872939,38.9301,44.1,49.28,54.46195515,59.09258997,61.25,62.07,62.5,62.93,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mali,MLI,0,0.142545755,2.8,3.5,7,10.33,14,18.9,21.4,24.2,27.4,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malta,MLT,0,13.11370871,68.19987429,68.9138,73.17,75.96001898,78.0751488,81.01191108,81.65804429,85.77856081,86.85876416,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Marshall Islands,MHL,0,1.534271796,12.5,14,16.8,19.2824418,29.78777936,38.70116262,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mauritania,MRT,0,0.192031462,5,6.2,11.8,17.6,24.1,24.2,35.1,36.7,40.8,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mauritius,MUS,0,7.281535115,35.42,40.11682514,44.80327537,50.13931848,52.19132594,55.4032403,58.5961697,61.72995515,64.88490358,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mexico,MEX,0,5.081384153,39.75,43.46,44.39,57.43104299,59.540446,63.85224909,65.77263448,70.06991047,71.96819405,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Micronesia, Fed. Sts.",FSM,0,3.734862137,25.974423,27.8,29.65,31.50108128,33.35216255,35.30405287,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Moldova,MDA,0,1.282846417,43.37,60,67,69.00000447,70.99999911,76.12451989,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Monaco,MCO,0,42.18486345,87,90.7,92.4,93.36330202,95.20817797,97.05297684,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mongolia,MNG,0,1.255652004,16.4,17.69998424,19.94244743,22.50000413,22.2657705,23.71426517,47.13000188,51.07999408,62.50002848,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Montenegro,MNE,..,..,56.83878255,60.31,61,68.11978601,69.88164684,71.27233254,71.51710049,73.47666575,77.60879306,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Morocco,MAR,0,0.693791245,55.41605319,56,56.8,57.07999935,58.27123642,61.76221201,64.80386519,74.37631447,84.12036305,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mozambique,MOZ,0,0.10959253,5,5.5,6,6.5,7,7.8,10.9,15.1,16.5,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Myanmar,MMR,0,..,1.4,1.8,7.4,10.9,16,23.62108195,28.7,34.9,35.1,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Namibia,NAM,0,1.644739547,12.9414,13.9,14.84,25.68785182,31.03334594,36.83740647,40,40.5,41,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nauru,NRU,0,..,..,..,..,..,..,62.38512451,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nepal,NPL,0,0.204651684,11.1493,13.3,15.44,17.58161801,20.7,24.3,28.6,32.8,37.7,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Netherlands,NLD,0.334386942,43.98435137,92.85999236,93.9564,91.666666,91.72413793,90.4109589,93.19727891,91.89189189,93.2885906,91.33333333,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,New Caledonia,NCL,0,13.93954882,58,66,70,74.00175279,..,82.0058408,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,New Zealand,NZL,0,47.37955654,81.64447018,82.78,84,85.2,86.5,87.7,89,90.2,91.5,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nicaragua,NIC,0,0.980216487,13.5,15.5,17.6,19.7042915,24.57183396,30.4,37.6,37.8,45.2,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Niger,NER,0,0.036261294,1.05,1.15,1.248675689,2.476219975,4.32275803,10.22431156,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nigeria,NGA,0,0.064080808,16.1,19.1,21,24.5,25.67,28,31.9,33.6,35.5,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,North Macedonia,MKD,0,2.485566316,57.44994731,65.24,68.06,70.38020308,72.15681447,74.51682418,79.16775519,81.41288276,81.40553811,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Northern Mariana Islands,MNP,0,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Norway,NOR,0.707299448,52,94.64997805,95.0534,96.3,96.81032569,97.29820367,96.3576013,96.49165799,98.00000439,97,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Oman,OMN,0,3.520421417,60,66.45,70.22,73.53,76.84539047,80.18563573,85.5,90.3,95.23,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Pakistan,PAK,0,..,8.1,9,10,11,12.38544676,13.78,15.34,17.07090203,25,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Palau,PLW,0,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Panama,PAN,0,6.554796477,40.30189522,44.03,44.92,51.20542499,54,59.9506309,61.80553132,63.62841477,64.25,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Papua New Guinea,PNG,0,0.835249302,3.5,5.1,6.5,7.9,9.601538462,11.20919659,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Paraguay,PRY,0,0.747630712,29.34,36.9,43,49.71630466,53.40412748,61.07575622,64.99354302,68.51762842,73.95751114,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Peru,PER,0,3.076430611,38.2,39.2,40.2,40.85260091,45.46174069,50.45041218,55.05433424,59.95050106,65.25,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Philippines,PHL,0,1.982253196,30.8,32.7,34.7,36.9,39.2,41.6,44.1,43.02661187,49.8,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Poland,POL,0,7.285428708,62.30999727,62.8492,66.6,67.99698716,73.3007041,75.98536595,77.54173454,80.43590724,83.18488715,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Portugal,PRT,0,16.43046769,60.33999749,62.0956,64.59,68.63286148,70.42356709,73.79121395,74.66096815,75.34637794,78.26166044,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Puerto Rico,PRI,0,10.47464821,68.9999826,68.99999,69,63.46633538,68.6438072,68.74077314,70.85639974,77.73643937,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Qatar,QAT,0,4.863679179,69.3,85.3,91.49,92.88482645,95.12466217,97.38884917,99.65284913,99.65280421,99.65284913,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Romania,ROU,0,3.613717291,45.87999425,49.7645,54.08,55.76315563,59.50395129,63.74728218,70.68127793,73.65747575,78.45526741,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Russian Federation,RUS,0,1.977230109,66,67.97,70.52,70.09924123,73.09143462,76.00813853,80.86472187,82.64216156,84.99467026,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Rwanda,RWA,0,0.06283146,8.023854277,9,10.6,18,20,21.76763262,25,26,26.5,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Samoa,WSM,0,0.566392533,12.92249,15.3,21.2,25.40700977,29.41173011,33.61093932,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,San Marino,SMR,0,48.79949531,..,..,..,..,..,60.18230126,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sao Tome and Principe,STP,0,4.638516816,21.5724,23,24.41,25.82,28,29.9312292,31.9,32,33,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Saudi Arabia,SAU,0,2.210691809,54,60.5,64.71365737,69.6162358,74.87927469,94.17559961,93.31000185,95.7247356,97.86,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Senegal,SEN,0,0.403967486,10.8,13.1,17.7,21.7,25.66476804,29.64312367,35.3,39.5,42.6,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Serbia,SRB,..,..,48.1,53.45036418,62.07508046,65.3170254,67.05684137,70.33083553,73.36070915,77.41677362,78.36804077,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Seychelles,SYC,0,7.395629183,47.076,50.4,51.25470199,54.25961786,56.51470815,58.76981124,70.1,75,79,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sierra Leone,SLE,0,0.118254246,2.5,4,6.057298984,6.344421603,11.77318438,13.23693043,15.8,16.8,18,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Singapore,SGP,0,36,72,80.90205685,82.1,83.2,84.45226789,84.45226789,88.16563603,88.94925269,92.00434653,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Slovak Republic,SVK,0,9.426803201,76.70999012,77.8826,79.98,77.63468203,80.47585728,81.62566752,80.44892248,82.8536605,89.9209082,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Slovenia,SVN,0,15.11025956,68.34997453,72.6756,71.59,73.09865997,75.49850426,78.88542636,79.7499766,83.1083578,86.60130109,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Solomon Islands,SLB,0,0.481296806,6.9974,8,9,10.00046498,11.00090227,11.92422906,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Somalia,SOM,0,0.02,1.3767,1.5,1.63,1.76,1.88,2.004048698,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Africa,ZAF,0,5.348559732,41,46.5,49,51.91911572,54,56.16739447,62.4,68.2,70,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Sudan,SSD,..,..,..,2.2,2.6,3,3.5,4.1,4.8,5.6,6.5,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Spain,ESP,0.012873564,13.62496081,69.80999994,71.635,76.19,78.68963187,80.56133294,84.6022457,86.10723553,90.71866533,93.20564892,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sri Lanka,LKA,0,0.647410011,..,..,10.5,12.1,15.1,21.3,26,29,35,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Kitts and Nevis,KNA,0,5.86281024,64,64.6,68,75.7,76.81767491,80.71019081,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Lucia,LCA,0,5.090483341,34.82,36,39.7,41.7,43.8,46,48.3,50.7,53.3,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Vincent and the Grenadines,VCT,0,3.245037411,40,43.5,47.4,49.4,51.5,53.7,56,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sudan,SDN,0,0.025785032,..,..,..,..,14.09999994,18.6,24.6,25.9,28.4,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Suriname,SUR,0,2.506411052,34.6812,37.4,40.08,42.76382778,45.4,48.94517397,53.8,68.75,70.06,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sweden,SWE,0.584192066,45.68765221,93.17998801,94.7836,92.52,90.61019664,89.65094761,93.00626697,89.24696316,94.49344341,94.53943122,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Switzerland,CHE,0.595714223,47.1,85.2,86.34,87.4,87.4790556,89.13468774,89.68614767,91.8,93.14608695,94.2,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Syrian Arab Republic,SYR,0,0.18169858,24.3001,26.2,28.09,29.97979724,31.86962727,32.7,33.77,34.65,35.78,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tajikistan,TJK,0,0.048599595,14.51,16,17.49,18.98,20.47,21.96,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tanzania,TZA,0,0.11719444,3.95,4.4,7,10,13.50423285,15.99999943,19,20,22,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Thailand,THA,0,3.689041279,26.46,28.94,34.89,39.31612674,47.50496562,52.89192934,56.81748093,66.65241946,77.84374066,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Timor-Leste,TLS,0,..,7,11,17.5,18.6,21.2,24.2,27.6,29,29.1,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Togo,TGO,0,0.8,4,4.5,5.7,7.12,11.31,12.36022497,15.5,19.3,24,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tonga,TON,0,2.434398044,30,32.75396061,35.95444145,38.65127243,39.95,41.24872764,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Trinidad and Tobago,TTO,0,7.721411474,57.5,59.9,62.4,65.1,67.8,70.6,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tunisia,TUN,0,2.750740293,41.4416,43.8,46.16,46.49999434,49.59999484,55.50015506,64.19081023,66.6999983,71.9,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turkey,TUR,0,3.761685035,45.13,46.25,51.04,53.74497914,58.34773401,64.68461768,71.04276084,73.97670281,77.67,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turkmenistan,TKM,0,0.133282183,7.1958,9.6,12.2,14.99677482,17.99032446,21.25099741,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turks and Caicos Islands,TCA,0,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tuvalu,TUV,0,5.241639585,18.7,21.2,24.1,27.3,31,35.2,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uganda,UGA,0,0.163714063,4.8,5.1,5.4,5.7,6,8.1,10.9,14.7,19.9,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ukraine,UKR,0,0.716183762,35.27,40.954129,46.23597546,48.88464368,53.0009696,58.88947945,62.55315539,70.1248443,75.03790912,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,United Arab Emirates,ARE,0,23.62530088,84.9999915,88,90.4,90.5,90.60000732,94.81992254,98.45000178,99.14999998,100,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,United Kingdom,GBR,0.087355319,26.82175435,87.47999842,89.8441,91.61,92.00029987,94.77580063,90.42455049,90.69200899,92.51662855,94.81820132,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,United States,USA,0.784728502,43.07916264,74.7,71.4,73,74.55420245,85.54442129,87.27488917,88.49890317,89.43028486,90.9,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uruguay,URY,0,10.53905775,54.45376868,57.69,61.46,64.5707871,66.4,70.3223544,80.72684288,83.35153377,86.1,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uzbekistan,UZB,0,0.484347308,23.6,26.8,35.5,42.8,46.79128694,48.69999885,55.20000067,70.4000024,71.1,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Vanuatu,VUT,0,2.108336891,10.598,11.3,18.8,22.35140458,24,25.71978784,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Venezuela, RB",VEN,0,3.359597465,49.05008307,54.9,57,58,60,61.6,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Vietnam,VNM,0,0.254248276,36.8,38.5,41,45,53,58.14,69.84792868,68.66158021,70.3,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Virgin Islands (U.S.),VIR,0,13.81508054,40.5479,45.3,50.07,54.8391373,59.6083158,64.3774943,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,West Bank and Gaza,PSE,0,1.111306207,43.4,46.6,53.67,56.7,59.9,63.3,64.39999371,70.6225837,74.6,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Yemen, Rep.",YEM,0,0.082500387,17.4465,20,22.55,24.08540947,24.57920836,26.71835477,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Zambia,ZMB,0,0.191071643,4.1,4.8,6.5,8.8,10.3,12.2,14.2999971,16.8,19.8,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Zimbabwe,ZWE,0,0.401433535,12,15.5,16.36473996,22.7428181,23.11998904,24.4,25,25.1,29.3,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Africa Eastern and Southern,AFE,0,0.743921679,8.575521852,10.18931332,12.30478904,14.62566359,15.89435523,18.24005982,21.70069538,24.30465847,27.3503079,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Africa Western and Central,AFW,0,0.138960653,10.29344667,12.57717035,14.93406183,18.19228688,20.92663241,24.66358693,29.33836803,31.78586051,34.12813669,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Arab World,ARB,0,1.165887243,31.09962115,34.24688156,37.9520195,41.86635892,43.36102836,48.39656005,54.48275057,61.44226911,68.86595791,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Caribbean small states,CSS,0,4.230140138,42.11062514,44.52869309,47.82092106,49.96500365,52.26414964,57.71852501,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Central Europe and the Baltics,CEB,0,7.053821236,61.71634151,63.46399045,66.48339261,67.35117029,71.34198079,73.40956731,75.98213727,78.72948708,81.77477559,..
